"variant","features","seed","matched","total","objective","iterations"
"syntax50",50,97,103,138,230.11435605294,5
"syntax50",50,98,116,138,232.19357865053,3
"syntax50",50,99,117,138,231.399632806872,4
"syntax50",50,100,110,138,232.457525494048,3
"syntax_without_four_analysis_labels",46,1,70,138,224.574427388414,3
"syntax_without_four_analysis_labels",46,2,110,138,219.393618476135,6
"syntax_without_four_analysis_labels",46,3,89,138,222.863079216098,5
"syntax_without_four_analysis_labels",46,4,96,138,218.854905624371,3
"syntax_without_four_analysis_labels",46,5,94,138,218.969116779293,5
"syntax_without_four_analysis_labels",46,6,98,138,218.821077545811,5
"syntax_without_four_analysis_labels",46,7,98,138,218.821077545814,4
"syntax_without_four_analysis_labels",46,8,102,138,219.842465069441,6
"syntax_without_four_analysis_labels",46,9,81,138,220.100480760392,5
"syntax_without_four_analysis_labels",46,10,83,138,220.077449653331,5
"syntax_without_four_analysis_labels",46,11,75,138,221.93193665222,4
"syntax_without_four_analysis_labels",46,12,96,138,218.940323253743,3
"syntax_without_four_analysis_labels",46,13,101,138,219.558254345237,3
"syntax_without_four_analysis_labels",46,14,110,138,220.603200193551,5
"syntax_without_four_analysis_labels",46,15,88,138,223.355872491923,4
"syntax_without_four_analysis_labels",46,16,81,138,223.277247696517,4
"syntax_without_four_analysis_labels",46,17,112,138,221.040580869457,6
"syntax_without_four_analysis_labels",46,18,110,138,220.603200193551,5
"syntax_without_four_analysis_labels",46,19,78,138,221.936128868765,4
"syntax_without_four_analysis_labels",46,20,112,138,219.304803931776,6
"syntax_without_four_analysis_labels",46,21,91,138,219.257454112475,3
"syntax_without_four_analysis_labels",46,22,112,138,219.139016956864,5
"syntax_without_four_analysis_labels",46,23,108,138,219.557415783368,8
"syntax_without_four_analysis_labels",46,24,94,138,222.947780501345,5
"syntax_without_four_analysis_labels",46,25,90,138,219.217692628517,3
"syntax_without_four_analysis_labels",46,26,90,138,219.852770157846,6
"syntax_without_four_analysis_labels",46,27,83,138,221.335765945043,4
"syntax_without_four_analysis_labels",46,28,110,138,220.603200193552,5
"syntax_without_four_analysis_labels",46,29,110,138,220.612745123787,7
"syntax_without_four_analysis_labels",46,30,109,138,219.438853965727,7
"syntax_without_four_analysis_labels",46,31,84,138,221.538556756888,5
"syntax_without_four_analysis_labels",46,32,103,138,219.931468752969,7
"syntax_without_four_analysis_labels",46,33,105,138,221.602049855543,4
"syntax_without_four_analysis_labels",46,34,100,138,222.128405880227,6
"syntax_without_four_analysis_labels",46,35,99,138,218.781538808204,3
"syntax_without_four_analysis_labels",46,36,69,138,222.749656593249,3
"syntax_without_four_analysis_labels",46,37,70,138,224.059219137813,5
"syntax_without_four_analysis_labels",46,38,92,138,221.486769846534,5
"syntax_without_four_analysis_labels",46,39,103,138,222.948504707402,5
"syntax_without_four_analysis_labels",46,40,84,138,222.112794409143,4
"syntax_without_four_analysis_labels",46,41,77,138,225.92890861122,3
"syntax_without_four_analysis_labels",46,42,110,138,220.612745123788,4
"syntax_without_four_analysis_labels",46,43,82,138,220.137935922418,5
"syntax_without_four_analysis_labels",46,44,96,138,221.271245921426,6
"syntax_without_four_analysis_labels",46,45,109,138,220.558262404464,5
"syntax_without_four_analysis_labels",46,46,92,138,221.600216439016,7
"syntax_without_four_analysis_labels",46,47,71,138,222.038136830391,4
"syntax_without_four_analysis_labels",46,48,74,138,220.688109024977,4
"syntax_without_four_analysis_labels",46,49,97,138,219.197720182776,6
"syntax_without_four_analysis_labels",46,50,112,138,219.139016956868,5
"syntax_without_four_analysis_labels",46,51,99,138,221.514128722985,3
"syntax_without_four_analysis_labels",46,52,110,138,220.612745123787,6
"syntax_without_four_analysis_labels",46,53,79,138,221.008774997776,5
"syntax_without_four_analysis_labels",46,54,96,138,218.968064660473,3
"syntax_without_four_analysis_labels",46,55,112,138,222.534744656568,4
"syntax_without_four_analysis_labels",46,56,99,138,218.781538808201,4
"syntax_without_four_analysis_labels",46,57,117,138,219.665213870354,7
"syntax_without_four_analysis_labels",46,58,113,138,221.032856809404,5
"syntax_without_four_analysis_labels",46,59,76,138,223.431229629418,5
"syntax_without_four_analysis_labels",46,60,96,138,218.85490562437,6
"syntax_without_four_analysis_labels",46,61,110,138,220.612745123788,6
"syntax_without_four_analysis_labels",46,62,86,138,220.776437185077,4
"syntax_without_four_analysis_labels",46,63,79,138,220.20455448677,5
"syntax_without_four_analysis_labels",46,64,82,138,223.253145153195,5
"syntax_without_four_analysis_labels",46,65,103,138,219.280658293956,3
"syntax_without_four_analysis_labels",46,66,104,138,222.944581410879,4
"syntax_without_four_analysis_labels",46,67,112,138,219.427548131768,5
"syntax_without_four_analysis_labels",46,68,85,138,225.11281310073,4
"syntax_without_four_analysis_labels",46,69,94,138,218.997074912605,3
"syntax_without_four_analysis_labels",46,70,96,138,218.813537260666,4
"syntax_without_four_analysis_labels",46,71,74,138,220.840969114278,7
"syntax_without_four_analysis_labels",46,72,104,138,221.320497563073,4
"syntax_without_four_analysis_labels",46,73,102,138,219.528611656817,3
"syntax_without_four_analysis_labels",46,74,110,138,220.612745123789,4
"syntax_without_four_analysis_labels",46,75,107,138,221.519884077536,4
"syntax_without_four_analysis_labels",46,76,114,138,219.415935402693,5
"syntax_without_four_analysis_labels",46,77,74,138,221.282086319555,4
"syntax_without_four_analysis_labels",46,78,112,138,219.139016956863,6
"syntax_without_four_analysis_labels",46,79,112,138,219.139016956864,5
"syntax_without_four_analysis_labels",46,80,81,138,220.10048076039,4
"syntax_without_four_analysis_labels",46,81,106,138,221.452290481492,4
"syntax_without_four_analysis_labels",46,82,91,138,222.422445733294,3
"syntax_without_four_analysis_labels",46,83,86,138,224.319458116768,4
"syntax_without_four_analysis_labels",46,84,109,138,220.558262404464,4
"syntax_without_four_analysis_labels",46,85,69,138,220.783261714052,5
"syntax_without_four_analysis_labels",46,86,91,138,222.456075003757,4
"syntax_without_four_analysis_labels",46,87,87,138,220.970198533211,3
"syntax_without_four_analysis_labels",46,88,98,138,218.809740672872,3
"syntax_without_four_analysis_labels",46,89,100,138,220.806275920348,5
"syntax_without_four_analysis_labels",46,90,70,138,220.849634940189,6
"syntax_without_four_analysis_labels",46,91,71,138,226.066341204762,4
"syntax_without_four_analysis_labels",46,92,74,138,224.701430765078,4
"syntax_without_four_analysis_labels",46,93,79,138,220.409938082404,4
"syntax_without_four_analysis_labels",46,94,72,138,223.859918968554,4
"syntax_without_four_analysis_labels",46,95,81,138,222.470328494839,6
"syntax_without_four_analysis_labels",46,96,105,138,221.909502116649,4
"syntax_without_four_analysis_labels",46,97,96,138,218.968064660473,5
"syntax_without_four_analysis_labels",46,98,107,138,221.714127513962,3
"syntax_without_four_analysis_labels",46,99,93,138,222.421300212213,3
"syntax_without_four_analysis_labels",46,100,104,138,221.495447819576,6
