"spec_id","scope","feature_set","weighting","distance","method","k","max_k_examined","silhouette","ari"
"no_four_labels__equal_domains__jaccard__average","core","no_four_labels","equal_domains","jaccard","average",7,8,0.216603573077738,0.377262562146129
"no_four_labels__equal_domains__jaccard__average","core","no_four_labels","equal_domains","jaccard","average",8,8,0.233794273290069,0.366172300943312
"no_four_labels__unique_profiles__sqrt_hamming__pam","core","no_four_labels","unique_profiles","sqrt_hamming","pam",2,8,0.123346104895566,0.543086032429433
"no_four_labels__unique_profiles__sqrt_hamming__pam","core","no_four_labels","unique_profiles","sqrt_hamming","pam",3,8,0.101365863834879,0.350891683773632
"no_four_labels__unique_profiles__sqrt_hamming__pam","core","no_four_labels","unique_profiles","sqrt_hamming","pam",4,8,0.0956405325660902,0.295689067594127
"no_four_labels__unique_profiles__sqrt_hamming__pam","core","no_four_labels","unique_profiles","sqrt_hamming","pam",5,8,0.115113858305769,0.351196790662388
"no_four_labels__unique_profiles__sqrt_hamming__pam","core","no_four_labels","unique_profiles","sqrt_hamming","pam",6,8,0.125360935565266,0.242493192367786
"no_four_labels__unique_profiles__sqrt_hamming__pam","core","no_four_labels","unique_profiles","sqrt_hamming","pam",7,8,0.132994052315365,0.206324786328623
"no_four_labels__unique_profiles__sqrt_hamming__pam","core","no_four_labels","unique_profiles","sqrt_hamming","pam",8,8,0.147057919382179,0.191417471961787
"no_four_labels__unique_profiles__sqrt_hamming__average","core","no_four_labels","unique_profiles","sqrt_hamming","average",2,8,0.13494919491988,0.314710753742723
"no_four_labels__unique_profiles__sqrt_hamming__average","core","no_four_labels","unique_profiles","sqrt_hamming","average",3,8,0.131866499786746,0.483045588599596
"no_four_labels__unique_profiles__sqrt_hamming__average","core","no_four_labels","unique_profiles","sqrt_hamming","average",4,8,0.140639532398978,0.418005182130723
"no_four_labels__unique_profiles__sqrt_hamming__average","core","no_four_labels","unique_profiles","sqrt_hamming","average",5,8,0.131615088624733,0.454989107095541
"no_four_labels__unique_profiles__sqrt_hamming__average","core","no_four_labels","unique_profiles","sqrt_hamming","average",6,8,0.138694841235971,0.362851412283889
"no_four_labels__unique_profiles__sqrt_hamming__average","core","no_four_labels","unique_profiles","sqrt_hamming","average",7,8,0.150982344223317,0.2479435637283
"no_four_labels__unique_profiles__sqrt_hamming__average","core","no_four_labels","unique_profiles","sqrt_hamming","average",8,8,0.152704801611144,0.242836978180069
"no_four_labels__unique_profiles__hamming__pam","core","no_four_labels","unique_profiles","hamming","pam",2,8,0.219250208490583,0.60970930179085
"no_four_labels__unique_profiles__hamming__pam","core","no_four_labels","unique_profiles","hamming","pam",3,8,0.17398722722729,0.350891683773632
"no_four_labels__unique_profiles__hamming__pam","core","no_four_labels","unique_profiles","hamming","pam",4,8,0.160895274137319,0.295689067594127
"no_four_labels__unique_profiles__hamming__pam","core","no_four_labels","unique_profiles","hamming","pam",5,8,0.19276579348371,0.351196790662388
"no_four_labels__unique_profiles__hamming__pam","core","no_four_labels","unique_profiles","hamming","pam",6,8,0.219749786795418,0.271977082199165
"no_four_labels__unique_profiles__hamming__pam","core","no_four_labels","unique_profiles","hamming","pam",7,8,0.212838959752,0.195753055144707
"no_four_labels__unique_profiles__hamming__pam","core","no_four_labels","unique_profiles","hamming","pam",8,8,0.227836309710751,0.176167179757314
"no_four_labels__unique_profiles__hamming__average","core","no_four_labels","unique_profiles","hamming","average",2,8,0.235283009618978,0.314710753742723
"no_four_labels__unique_profiles__hamming__average","core","no_four_labels","unique_profiles","hamming","average",3,8,0.225802781432987,0.483045588599596
"no_four_labels__unique_profiles__hamming__average","core","no_four_labels","unique_profiles","hamming","average",4,8,0.236635611524575,0.418005182130723
"no_four_labels__unique_profiles__hamming__average","core","no_four_labels","unique_profiles","hamming","average",5,8,0.215255192358365,0.454989107095541
"no_four_labels__unique_profiles__hamming__average","core","no_four_labels","unique_profiles","hamming","average",6,8,0.229481053742573,0.33990949907131
"no_four_labels__unique_profiles__hamming__average","core","no_four_labels","unique_profiles","hamming","average",7,8,0.253125199671875,0.234780365035908
"no_four_labels__unique_profiles__hamming__average","core","no_four_labels","unique_profiles","hamming","average",8,8,0.254265143327904,0.229673449307315
"no_four_labels__unique_profiles__jaccard__pam","core","no_four_labels","unique_profiles","jaccard","pam",2,8,0.156348245995611,0.60963690143988
"no_four_labels__unique_profiles__jaccard__pam","core","no_four_labels","unique_profiles","jaccard","pam",3,8,0.143052197785348,0.470178062455326
"no_four_labels__unique_profiles__jaccard__pam","core","no_four_labels","unique_profiles","jaccard","pam",4,8,0.133616828247749,0.425545636291608
"no_four_labels__unique_profiles__jaccard__pam","core","no_four_labels","unique_profiles","jaccard","pam",5,8,0.150513095725447,0.271374188771522
"no_four_labels__unique_profiles__jaccard__pam","core","no_four_labels","unique_profiles","jaccard","pam",6,8,0.139486831917649,0.246812033872768
"no_four_labels__unique_profiles__jaccard__pam","core","no_four_labels","unique_profiles","jaccard","pam",7,8,0.135606452317307,0.184211797978251
"no_four_labels__unique_profiles__jaccard__pam","core","no_four_labels","unique_profiles","jaccard","pam",8,8,0.15204836287061,0.167769074859751
"no_four_labels__unique_profiles__jaccard__average","core","no_four_labels","unique_profiles","jaccard","average",2,8,0.160226215045308,0.00399148870714579
"no_four_labels__unique_profiles__jaccard__average","core","no_four_labels","unique_profiles","jaccard","average",3,8,0.151511826140396,0.611928596553299
"no_four_labels__unique_profiles__jaccard__average","core","no_four_labels","unique_profiles","jaccard","average",4,8,0.133091331290682,0.611716676604165
"no_four_labels__unique_profiles__jaccard__average","core","no_four_labels","unique_profiles","jaccard","average",5,8,0.136457734295137,0.465733329865628
"no_four_labels__unique_profiles__jaccard__average","core","no_four_labels","unique_profiles","jaccard","average",6,8,0.135050842997373,0.452363948986591
"no_four_labels__unique_profiles__jaccard__average","core","no_four_labels","unique_profiles","jaccard","average",7,8,0.152362019907379,0.348226260986654
"no_four_labels__unique_profiles__jaccard__average","core","no_four_labels","unique_profiles","jaccard","average",8,8,0.178150382973823,0.265095453640703
"no_four_labels__idf_presence__jaccard__pam","core","no_four_labels","idf_presence","jaccard","pam",2,8,0.108362316216241,0.587003087809643
"no_four_labels__idf_presence__jaccard__pam","core","no_four_labels","idf_presence","jaccard","pam",3,8,0.10666240300563,0.365216696515894
"no_four_labels__idf_presence__jaccard__pam","core","no_four_labels","idf_presence","jaccard","pam",4,8,0.101168771386561,0.288470950899647
"no_four_labels__idf_presence__jaccard__pam","core","no_four_labels","idf_presence","jaccard","pam",5,8,0.116540466633718,0.240870830718727
"no_four_labels__idf_presence__jaccard__pam","core","no_four_labels","idf_presence","jaccard","pam",6,8,0.114459150634318,0.181471192201155
"no_four_labels__idf_presence__jaccard__pam","core","no_four_labels","idf_presence","jaccard","pam",7,8,0.121689582505435,0.149564461511716
"no_four_labels__idf_presence__jaccard__pam","core","no_four_labels","idf_presence","jaccard","pam",8,8,0.14784381699656,0.15170280541844
"no_four_labels__idf_presence__jaccard__average","core","no_four_labels","idf_presence","jaccard","average",2,8,0.085941700864319,0.00399148870714579
"no_four_labels__idf_presence__jaccard__average","core","no_four_labels","idf_presence","jaccard","average",3,8,0.101689559831818,0.462324543903407
"no_four_labels__idf_presence__jaccard__average","core","no_four_labels","idf_presence","jaccard","average",4,8,0.105550982334811,0.440840373118408
"no_four_labels__idf_presence__jaccard__average","core","no_four_labels","idf_presence","jaccard","average",5,8,0.101517574635985,0.44252306704459
"no_four_labels__idf_presence__jaccard__average","core","no_four_labels","idf_presence","jaccard","average",6,8,0.128316184058364,0.384402785315864
"no_four_labels__idf_presence__jaccard__average","core","no_four_labels","idf_presence","jaccard","average",7,8,0.149892031825125,0.259226170290873
"no_four_labels__idf_presence__jaccard__average","core","no_four_labels","idf_presence","jaccard","average",8,8,0.158163359312533,0.261748272959937
"no_components_or_four_labels__equal_features__sqrt_hamming__pam","core","no_components_or_four_labels","equal_features","sqrt_hamming","pam",2,8,0.139105416212266,0.331491360187137
"no_components_or_four_labels__equal_features__sqrt_hamming__pam","core","no_components_or_four_labels","equal_features","sqrt_hamming","pam",3,8,0.100931747352696,0.31275868869506
"no_components_or_four_labels__equal_features__sqrt_hamming__pam","core","no_components_or_four_labels","equal_features","sqrt_hamming","pam",4,8,0.109087944042305,0.303944158852468
"no_components_or_four_labels__equal_features__sqrt_hamming__pam","core","no_components_or_four_labels","equal_features","sqrt_hamming","pam",5,8,0.123312068393431,0.347781622099329
"no_components_or_four_labels__equal_features__sqrt_hamming__pam","core","no_components_or_four_labels","equal_features","sqrt_hamming","pam",6,8,0.132664443353221,0.338834467059753
"no_components_or_four_labels__equal_features__sqrt_hamming__pam","core","no_components_or_four_labels","equal_features","sqrt_hamming","pam",7,8,0.143547202550888,0.226081633948312
"no_components_or_four_labels__equal_features__sqrt_hamming__pam","core","no_components_or_four_labels","equal_features","sqrt_hamming","pam",8,8,0.15546531339759,0.198415776569524
"no_components_or_four_labels__equal_features__sqrt_hamming__average","core","no_components_or_four_labels","equal_features","sqrt_hamming","average",2,8,0.13826667413283,0.754356879442656
"no_components_or_four_labels__equal_features__sqrt_hamming__average","core","no_components_or_four_labels","equal_features","sqrt_hamming","average",3,8,0.129988315181203,0.629708060521454
"no_components_or_four_labels__equal_features__sqrt_hamming__average","core","no_components_or_four_labels","equal_features","sqrt_hamming","average",4,8,0.150161352043777,0.539475582493028
"no_components_or_four_labels__equal_features__sqrt_hamming__average","core","no_components_or_four_labels","equal_features","sqrt_hamming","average",5,8,0.150108326968817,0.586849387552212
"no_components_or_four_labels__equal_features__sqrt_hamming__average","core","no_components_or_four_labels","equal_features","sqrt_hamming","average",6,8,0.157213516543768,0.376955525124723
"no_components_or_four_labels__equal_features__sqrt_hamming__average","core","no_components_or_four_labels","equal_features","sqrt_hamming","average",7,8,0.168117542040945,0.300146510438238
"no_components_or_four_labels__equal_features__sqrt_hamming__average","core","no_components_or_four_labels","equal_features","sqrt_hamming","average",8,8,0.174170425870021,0.271851330682111
"no_components_or_four_labels__equal_features__hamming__pam","core","no_components_or_four_labels","equal_features","hamming","pam",2,8,0.240850805704564,0.331491360187137
"no_components_or_four_labels__equal_features__hamming__pam","core","no_components_or_four_labels","equal_features","hamming","pam",3,8,0.181017520158841,0.350869076818763
"no_components_or_four_labels__equal_features__hamming__pam","core","no_components_or_four_labels","equal_features","hamming","pam",4,8,0.172332135465228,0.295877068306875
"no_components_or_four_labels__equal_features__hamming__pam","core","no_components_or_four_labels","equal_features","hamming","pam",5,8,0.207086729793395,0.342084535393081
"no_components_or_four_labels__equal_features__hamming__pam","core","no_components_or_four_labels","equal_features","hamming","pam",6,8,0.23186279100106,0.261368234594612
"no_components_or_four_labels__equal_features__hamming__pam","core","no_components_or_four_labels","equal_features","hamming","pam",7,8,0.238855146503387,0.242858354402787
"no_components_or_four_labels__equal_features__hamming__pam","core","no_components_or_four_labels","equal_features","hamming","pam",8,8,0.249499334886425,0.197761273677509
"no_components_or_four_labels__equal_features__hamming__average","core","no_components_or_four_labels","equal_features","hamming","average",2,8,0.238987731359069,0.754356879442656
"no_components_or_four_labels__equal_features__hamming__average","core","no_components_or_four_labels","equal_features","hamming","average",3,8,0.217987695316995,0.629708060521454
"no_components_or_four_labels__equal_features__hamming__average","core","no_components_or_four_labels","equal_features","hamming","average",4,8,0.247849334258073,0.539475582493028
"no_components_or_four_labels__equal_features__hamming__average","core","no_components_or_four_labels","equal_features","hamming","average",5,8,0.24319662884943,0.586849387552212
"no_components_or_four_labels__equal_features__hamming__average","core","no_components_or_four_labels","equal_features","hamming","average",6,8,0.254092013971513,0.376955525124723
"no_components_or_four_labels__equal_features__hamming__average","core","no_components_or_four_labels","equal_features","hamming","average",7,8,0.270594330852875,0.300146510438238
"no_components_or_four_labels__equal_features__hamming__average","core","no_components_or_four_labels","equal_features","hamming","average",8,8,0.280583906922186,0.271851330682111
"no_components_or_four_labels__equal_features__jaccard__pam","core","no_components_or_four_labels","equal_features","jaccard","pam",2,8,0.162794931788236,0.586997615488207
"no_components_or_four_labels__equal_features__jaccard__pam","core","no_components_or_four_labels","equal_features","jaccard","pam",3,8,0.134686032076055,0.495940845717186
"no_components_or_four_labels__equal_features__jaccard__pam","core","no_components_or_four_labels","equal_features","jaccard","pam",4,8,0.145585094553962,0.461997376154287
"no_components_or_four_labels__equal_features__jaccard__pam","core","no_components_or_four_labels","equal_features","jaccard","pam",5,8,0.153744288337827,0.308119096650089
"no_components_or_four_labels__equal_features__jaccard__pam","core","no_components_or_four_labels","equal_features","jaccard","pam",6,8,0.158224378853521,0.246142545908481
"no_components_or_four_labels__equal_features__jaccard__pam","core","no_components_or_four_labels","equal_features","jaccard","pam",7,8,0.145160018149393,0.184638843608976
"no_components_or_four_labels__equal_features__jaccard__pam","core","no_components_or_four_labels","equal_features","jaccard","pam",8,8,0.171993523184313,0.211331389554334
"no_components_or_four_labels__equal_features__jaccard__average","core","no_components_or_four_labels","equal_features","jaccard","average",2,8,0.17229864609638,0.00399148870714579
"no_components_or_four_labels__equal_features__jaccard__average","core","no_components_or_four_labels","equal_features","jaccard","average",3,8,0.150521582971304,0.423537205875728
"no_components_or_four_labels__equal_features__jaccard__average","core","no_components_or_four_labels","equal_features","jaccard","average",4,8,0.125035964371593,0.423325182402332
"no_components_or_four_labels__equal_features__jaccard__average","core","no_components_or_four_labels","equal_features","jaccard","average",5,8,0.129641293302329,0.307932339920631
"no_components_or_four_labels__equal_features__jaccard__average","core","no_components_or_four_labels","equal_features","jaccard","average",6,8,0.165188162511802,0.269798416187246
"no_components_or_four_labels__equal_features__jaccard__average","core","no_components_or_four_labels","equal_features","jaccard","average",7,8,0.170815044874661,0.256406082158871
"no_components_or_four_labels__equal_features__jaccard__average","core","no_components_or_four_labels","equal_features","jaccard","average",8,8,0.188113236343001,0.282922844448312
"no_components_or_four_labels__equal_domains__sqrt_hamming__pam","core","no_components_or_four_labels","equal_domains","sqrt_hamming","pam",2,8,0.213291334620797,0.480274562291262
"no_components_or_four_labels__equal_domains__sqrt_hamming__pam","core","no_components_or_four_labels","equal_domains","sqrt_hamming","pam",3,8,0.117762058392987,0.314219461123466
"no_components_or_four_labels__equal_domains__sqrt_hamming__pam","core","no_components_or_four_labels","equal_domains","sqrt_hamming","pam",4,8,0.106049052175801,0.275710457209259
"no_components_or_four_labels__equal_domains__sqrt_hamming__pam","core","no_components_or_four_labels","equal_domains","sqrt_hamming","pam",5,8,0.11427336368683,0.314960038644215
"no_components_or_four_labels__equal_domains__sqrt_hamming__pam","core","no_components_or_four_labels","equal_domains","sqrt_hamming","pam",6,8,0.13335633451535,0.293227144541653
"no_components_or_four_labels__equal_domains__sqrt_hamming__pam","core","no_components_or_four_labels","equal_domains","sqrt_hamming","pam",7,8,0.159602113363181,0.265245115215712
"no_components_or_four_labels__equal_domains__sqrt_hamming__pam","core","no_components_or_four_labels","equal_domains","sqrt_hamming","pam",8,8,0.166348273808803,0.255418742426282
"no_components_or_four_labels__equal_domains__sqrt_hamming__average","core","no_components_or_four_labels","equal_domains","sqrt_hamming","average",2,8,0.204277439079404,0.331544480220811
"no_components_or_four_labels__equal_domains__sqrt_hamming__average","core","no_components_or_four_labels","equal_domains","sqrt_hamming","average",3,8,0.204745794989977,0.288463606468022
"no_components_or_four_labels__equal_domains__sqrt_hamming__average","core","no_components_or_four_labels","equal_domains","sqrt_hamming","average",4,8,0.184382507718929,0.261979848675313
"no_components_or_four_labels__equal_domains__sqrt_hamming__average","core","no_components_or_four_labels","equal_domains","sqrt_hamming","average",5,8,0.202031386409112,0.47015838557598
"no_components_or_four_labels__equal_domains__sqrt_hamming__average","core","no_components_or_four_labels","equal_domains","sqrt_hamming","average",6,8,0.207697887819916,0.470056436792897
"no_components_or_four_labels__equal_domains__sqrt_hamming__average","core","no_components_or_four_labels","equal_domains","sqrt_hamming","average",7,8,0.194620803687107,0.469998413937621
"no_components_or_four_labels__equal_domains__sqrt_hamming__average","core","no_components_or_four_labels","equal_domains","sqrt_hamming","average",8,8,0.201617819803006,0.455982184730761
"no_components_or_four_labels__equal_domains__hamming__pam","core","no_components_or_four_labels","equal_domains","hamming","pam",2,8,0.358924691014689,0.480274562291262
"no_components_or_four_labels__equal_domains__hamming__pam","core","no_components_or_four_labels","equal_domains","hamming","pam",3,8,0.19688156861017,0.314219461123466
"no_components_or_four_labels__equal_domains__hamming__pam","core","no_components_or_four_labels","equal_domains","hamming","pam",4,8,0.171778292001453,0.275710457209259
"no_components_or_four_labels__equal_domains__hamming__pam","core","no_components_or_four_labels","equal_domains","hamming","pam",5,8,0.180365388523539,0.28415698883989
"no_components_or_four_labels__equal_domains__hamming__pam","core","no_components_or_four_labels","equal_domains","hamming","pam",6,8,0.218137293966045,0.269658339408646
"no_components_or_four_labels__equal_domains__hamming__pam","core","no_components_or_four_labels","equal_domains","hamming","pam",7,8,0.263053964654195,0.243375625484561
"no_components_or_four_labels__equal_domains__hamming__pam","core","no_components_or_four_labels","equal_domains","hamming","pam",8,8,0.281694425193555,0.240125091066555
"no_components_or_four_labels__equal_domains__hamming__average","core","no_components_or_four_labels","equal_domains","hamming","average",2,8,0.342038744183264,0.331544480220811
"no_components_or_four_labels__equal_domains__hamming__average","core","no_components_or_four_labels","equal_domains","hamming","average",3,8,0.335581032669412,0.288463606468022
"no_components_or_four_labels__equal_domains__hamming__average","core","no_components_or_four_labels","equal_domains","hamming","average",4,8,0.301021230800534,0.261979848675313
"no_components_or_four_labels__equal_domains__hamming__average","core","no_components_or_four_labels","equal_domains","hamming","average",5,8,0.333103785092897,0.47015838557598
"no_components_or_four_labels__equal_domains__hamming__average","core","no_components_or_four_labels","equal_domains","hamming","average",6,8,0.339764845966087,0.470056436792897
"no_components_or_four_labels__equal_domains__hamming__average","core","no_components_or_four_labels","equal_domains","hamming","average",7,8,0.315196030030009,0.469998413937621
"no_components_or_four_labels__equal_domains__hamming__average","core","no_components_or_four_labels","equal_domains","hamming","average",8,8,0.325762656340342,0.455982184730761
"no_components_or_four_labels__equal_domains__jaccard__pam","core","no_components_or_four_labels","equal_domains","jaccard","pam",2,8,0.213584469304243,0.587009928007509
"no_components_or_four_labels__equal_domains__jaccard__pam","core","no_components_or_four_labels","equal_domains","jaccard","pam",3,8,0.188507723571472,0.366619001042292
"no_components_or_four_labels__equal_domains__jaccard__pam","core","no_components_or_four_labels","equal_domains","jaccard","pam",4,8,0.189648935238703,0.343690023967378
"no_components_or_four_labels__equal_domains__jaccard__pam","core","no_components_or_four_labels","equal_domains","jaccard","pam",5,8,0.164370606806391,0.284768767659987
"no_components_or_four_labels__equal_domains__jaccard__pam","core","no_components_or_four_labels","equal_domains","jaccard","pam",6,8,0.183947493167742,0.257342714007587
"no_components_or_four_labels__equal_domains__jaccard__pam","core","no_components_or_four_labels","equal_domains","jaccard","pam",7,8,0.210624507176164,0.242704690956006
"no_components_or_four_labels__equal_domains__jaccard__pam","core","no_components_or_four_labels","equal_domains","jaccard","pam",8,8,0.205973565167264,0.187157857269817
"no_components_or_four_labels__equal_domains__jaccard__average","core","no_components_or_four_labels","equal_domains","jaccard","average",2,8,0.21441036341866,0.609644659905124
"no_components_or_four_labels__equal_domains__jaccard__average","core","no_components_or_four_labels","equal_domains","jaccard","average",3,8,0.197662280438999,0.574569599591598
"no_components_or_four_labels__equal_domains__jaccard__average","core","no_components_or_four_labels","equal_domains","jaccard","average",4,8,0.22242556800704,0.54135277916024
"no_components_or_four_labels__equal_domains__jaccard__average","core","no_components_or_four_labels","equal_domains","jaccard","average",5,8,0.206594180499798,0.542197496530426
"no_components_or_four_labels__equal_domains__jaccard__average","core","no_components_or_four_labels","equal_domains","jaccard","average",6,8,0.189460575586527,0.542194461063049
"no_components_or_four_labels__equal_domains__jaccard__average","core","no_components_or_four_labels","equal_domains","jaccard","average",7,8,0.188766547096257,0.463838395663404
"no_components_or_four_labels__equal_domains__jaccard__average","core","no_components_or_four_labels","equal_domains","jaccard","average",8,8,0.210515595070048,0.321010449407238
"no_components_or_four_labels__unique_profiles__sqrt_hamming__pam","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","pam",2,8,0.13995969327744,0.331491360187137
"no_components_or_four_labels__unique_profiles__sqrt_hamming__pam","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","pam",3,8,0.101173452503458,0.31275868869506
"no_components_or_four_labels__unique_profiles__sqrt_hamming__pam","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","pam",4,8,0.1096545321399,0.303944158852468
"no_components_or_four_labels__unique_profiles__sqrt_hamming__pam","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","pam",5,8,0.123973640405682,0.347781622099329
"no_components_or_four_labels__unique_profiles__sqrt_hamming__pam","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","pam",6,8,0.133323733822948,0.338834467059753
"no_components_or_four_labels__unique_profiles__sqrt_hamming__pam","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","pam",7,8,0.144246925288848,0.226081633948312
"no_components_or_four_labels__unique_profiles__sqrt_hamming__pam","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","pam",8,8,0.156178242388722,0.198415776569524
"no_components_or_four_labels__unique_profiles__sqrt_hamming__average","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","average",2,8,0.138567301867068,0.754356879442656
"no_components_or_four_labels__unique_profiles__sqrt_hamming__average","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","average",3,8,0.13106308049716,0.629708060521454
"no_components_or_four_labels__unique_profiles__sqrt_hamming__average","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","average",4,8,0.151284831015775,0.539475582493028
"no_components_or_four_labels__unique_profiles__sqrt_hamming__average","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","average",5,8,0.15119984098207,0.586849387552212
"no_components_or_four_labels__unique_profiles__sqrt_hamming__average","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","average",6,8,0.156972257840532,0.376955525124723
"no_components_or_four_labels__unique_profiles__sqrt_hamming__average","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","average",7,8,0.168647193526988,0.300146510438238
"no_components_or_four_labels__unique_profiles__sqrt_hamming__average","core","no_components_or_four_labels","unique_profiles","sqrt_hamming","average",8,8,0.168378781437251,0.295041075469315
"no_components_or_four_labels__unique_profiles__hamming__pam","core","no_components_or_four_labels","unique_profiles","hamming","pam",2,8,0.242410247920485,0.331491360187137
"no_components_or_four_labels__unique_profiles__hamming__pam","core","no_components_or_four_labels","unique_profiles","hamming","pam",3,8,0.181542577994771,0.350869076818763
"no_components_or_four_labels__unique_profiles__hamming__pam","core","no_components_or_four_labels","unique_profiles","hamming","pam",4,8,0.173434023300612,0.295877068306875
"no_components_or_four_labels__unique_profiles__hamming__pam","core","no_components_or_four_labels","unique_profiles","hamming","pam",5,8,0.208533860675739,0.342084535393081
"no_components_or_four_labels__unique_profiles__hamming__pam","core","no_components_or_four_labels","unique_profiles","hamming","pam",6,8,0.214017652125445,0.238469727684632
"no_components_or_four_labels__unique_profiles__hamming__pam","core","no_components_or_four_labels","unique_profiles","hamming","pam",7,8,0.21371099019563,0.2245946616007
"no_components_or_four_labels__unique_profiles__hamming__pam","core","no_components_or_four_labels","unique_profiles","hamming","pam",8,8,0.250613218528634,0.197761273677509
"no_components_or_four_labels__unique_profiles__hamming__average","core","no_components_or_four_labels","unique_profiles","hamming","average",2,8,0.239430595893941,0.754356879442656
"no_components_or_four_labels__unique_profiles__hamming__average","core","no_components_or_four_labels","unique_profiles","hamming","average",3,8,0.219972359511617,0.629708060521454
"no_components_or_four_labels__unique_profiles__hamming__average","core","no_components_or_four_labels","unique_profiles","hamming","average",4,8,0.249972828188224,0.539475582493028
"no_components_or_four_labels__unique_profiles__hamming__average","core","no_components_or_four_labels","unique_profiles","hamming","average",5,8,0.245334705665394,0.586849387552212
"no_components_or_four_labels__unique_profiles__hamming__average","core","no_components_or_four_labels","unique_profiles","hamming","average",6,8,0.253631552660931,0.376955525124723
"no_components_or_four_labels__unique_profiles__hamming__average","core","no_components_or_four_labels","unique_profiles","hamming","average",7,8,0.271634019902951,0.300146510438238
"no_components_or_four_labels__unique_profiles__hamming__average","core","no_components_or_four_labels","unique_profiles","hamming","average",8,8,0.279813395947836,0.271851330682111
"no_components_or_four_labels__unique_profiles__jaccard__pam","core","no_components_or_four_labels","unique_profiles","jaccard","pam",2,8,0.163224698212299,0.586997615488207
"no_components_or_four_labels__unique_profiles__jaccard__pam","core","no_components_or_four_labels","unique_profiles","jaccard","pam",3,8,0.135406800179045,0.495940845717186
"no_components_or_four_labels__unique_profiles__jaccard__pam","core","no_components_or_four_labels","unique_profiles","jaccard","pam",4,8,0.146280464491085,0.461997376154287
"no_components_or_four_labels__unique_profiles__jaccard__pam","core","no_components_or_four_labels","unique_profiles","jaccard","pam",5,8,0.154110410053211,0.308119096650089
"no_components_or_four_labels__unique_profiles__jaccard__pam","core","no_components_or_four_labels","unique_profiles","jaccard","pam",6,8,0.158636758363206,0.246142545908481
"no_components_or_four_labels__unique_profiles__jaccard__pam","core","no_components_or_four_labels","unique_profiles","jaccard","pam",7,8,0.145693775896108,0.184638843608976
"no_components_or_four_labels__unique_profiles__jaccard__pam","core","no_components_or_four_labels","unique_profiles","jaccard","pam",8,8,0.16832020563651,0.204942255135524
"no_components_or_four_labels__unique_profiles__jaccard__average","core","no_components_or_four_labels","unique_profiles","jaccard","average",2,8,0.17297789561686,0.00399148870714579
"no_components_or_four_labels__unique_profiles__jaccard__average","core","no_components_or_four_labels","unique_profiles","jaccard","average",3,8,0.150574746314755,0.423537205875728
"no_components_or_four_labels__unique_profiles__jaccard__average","core","no_components_or_four_labels","unique_profiles","jaccard","average",4,8,0.1253096758735,0.423325182402332
"no_components_or_four_labels__unique_profiles__jaccard__average","core","no_components_or_four_labels","unique_profiles","jaccard","average",5,8,0.129392936478256,0.307932339920631
"no_components_or_four_labels__unique_profiles__jaccard__average","core","no_components_or_four_labels","unique_profiles","jaccard","average",6,8,0.165280791947158,0.269798416187246
"no_components_or_four_labels__unique_profiles__jaccard__average","core","no_components_or_four_labels","unique_profiles","jaccard","average",7,8,0.171072999192286,0.256406082158871
"no_components_or_four_labels__unique_profiles__jaccard__average","core","no_components_or_four_labels","unique_profiles","jaccard","average",8,8,0.188564576169004,0.282922844448312
"no_components_or_four_labels__idf_presence__jaccard__pam","core","no_components_or_four_labels","idf_presence","jaccard","pam",2,8,0.12854519517768,0.542990678554031
"no_components_or_four_labels__idf_presence__jaccard__pam","core","no_components_or_four_labels","idf_presence","jaccard","pam",3,8,0.128889761881889,0.375908610475085
"no_components_or_four_labels__idf_presence__jaccard__pam","core","no_components_or_four_labels","idf_presence","jaccard","pam",4,8,0.126955025598838,0.327075579955067
"no_components_or_four_labels__idf_presence__jaccard__pam","core","no_components_or_four_labels","idf_presence","jaccard","pam",5,8,0.13926974013036,0.252693376328708
"no_components_or_four_labels__idf_presence__jaccard__pam","core","no_components_or_four_labels","idf_presence","jaccard","pam",6,8,0.142180009670677,0.193109724089088
"no_components_or_four_labels__idf_presence__jaccard__pam","core","no_components_or_four_labels","idf_presence","jaccard","pam",7,8,0.154632387042878,0.163113088338832
"no_components_or_four_labels__idf_presence__jaccard__pam","core","no_components_or_four_labels","idf_presence","jaccard","pam",8,8,0.176207237078933,0.15741838047177
"no_components_or_four_labels__idf_presence__jaccard__average","core","no_components_or_four_labels","idf_presence","jaccard","average",2,8,0.106483205557692,0.00399148870714579
"no_components_or_four_labels__idf_presence__jaccard__average","core","no_components_or_four_labels","idf_presence","jaccard","average",3,8,0.109439836492335,0.240029079879072
"no_components_or_four_labels__idf_presence__jaccard__average","core","no_components_or_four_labels","idf_presence","jaccard","average",4,8,0.114010716272877,0.245878413021862
